"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T21:18:00.000", "2023-01-03T21:36:00.000", ... , "2042-12-30T01:12:00.000", "2042-12-31T02:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2024-03-22 22:42:00.000000 UTC","2460392.4458333333 JD UTC"
"2024-03-29 14:54:00.000000 UTC","2460399.1208333330 JD UTC"
"2024-03-30 15:36:00.000000 UTC","2460400.1500000000 JD UTC"
"2024-03-31 16:24:00.000000 UTC","2460401.1833333330 JD UTC"
"2024-04-01 17:18:00.000000 UTC","2460402.2208333330 JD UTC"
"2024-04-02 18:06:00.000000 UTC","2460403.2541666670 JD UTC"
"2024-04-03 18:54:00.000000 UTC","2460404.2875000000 JD UTC"
"2024-04-04 19:48:00.000000 UTC","2460405.3250000000 JD UTC"
"2024-04-05 20:36:00.000000 UTC","2460406.3583333334 JD UTC"
"2024-04-06 21:36:00.000000 UTC","2460407.4000000000 JD UTC"
"2024-04-07 22:48:00.000000 UTC","2460408.4500000000 JD UTC"
"2024-04-08 11:12:00.000000 UTC","2460408.9666666670 JD UTC"
"2024-04-09 11:30:00.000000 UTC","2460409.9791666665 JD UTC"
"2024-04-10 12:00:00.000000 UTC","2460411.0000000000 JD UTC"
"2024-04-11 12:48:00.000000 UTC","2460412.0333333330 JD UTC"
"2024-04-12 13:42:00.000000 UTC","2460413.0708333333 JD UTC"
"2024-04-13 14:48:00.000000 UTC","2460414.1166666667 JD UTC"
"2024-04-14 16:06:00.000000 UTC","2460415.1708333334 JD UTC"
"2024-04-15 17:30:00.000000 UTC","2460416.2291666665 JD UTC"
"2024-04-16 18:48:00.000000 UTC","2460417.2833333330 JD UTC"
"2024-04-17 20:00:00.000000 UTC","2460418.3333333335 JD UTC"
"2024-04-18 21:30:00.000000 UTC","2460419.3958333335 JD UTC"
"2024-04-23 11:42:00.000000 UTC","2460423.9875000000 JD UTC"
"2024-04-24 11:48:00.000000 UTC","2460424.9916666667 JD UTC"
"2024-04-25 12:06:00.000000 UTC","2460426.0041666670 JD UTC"
"2024-04-26 12:42:00.000000 UTC","2460427.0291666670 JD UTC"
"2024-04-27 13:18:00.000000 UTC","2460428.0541666667 JD UTC"
"2024-04-28 14:06:00.000000 UTC","2460429.0875000000 JD UTC"
"2024-04-29 15:06:00.000000 UTC","2460430.1291666670 JD UTC"
"2024-04-30 16:12:00.000000 UTC","2460431.1750000000 JD UTC"
"2024-05-01 17:18:00.000000 UTC","2460432.2208333330 JD UTC"
"2024-05-02 18:24:00.000000 UTC","2460433.2666666666 JD UTC"
"2024-05-03 19:36:00.000000 UTC","2460434.3166666670 JD UTC"
"2024-05-04 21:06:00.000000 UTC","2460435.3791666670 JD UTC"
"2024-05-06 09:54:00.000000 UTC","2460436.9125000000 JD UTC"
"2024-05-07 10:12:00.000000 UTC","2460437.9250000000 JD UTC"
"2024-05-08 10:42:00.000000 UTC","2460438.9458333333 JD UTC"
"2024-05-09 11:24:00.000000 UTC","2460439.9750000000 JD UTC"
"2024-05-10 12:12:00.000000 UTC","2460441.0083333333 JD UTC"
"2024-05-11 13:06:00.000000 UTC","2460442.0458333334 JD UTC"
"2024-05-12 14:06:00.000000 UTC","2460443.0875000000 JD UTC"
"2024-05-13 15:18:00.000000 UTC","2460444.1375000000 JD UTC"
"2024-05-14 16:42:00.000000 UTC","2460445.1958333333 JD UTC"
"2024-05-15 18:24:00.000000 UTC","2460446.2666666666 JD UTC"
"2024-05-21 10:24:00.000000 UTC","2460451.9333333330 JD UTC"
"2024-05-22 10:36:00.000000 UTC","2460452.9416666670 JD UTC"
"2024-05-23 10:54:00.000000 UTC","2460453.9541666666 JD UTC"
"2024-05-24 11:24:00.000000 UTC","2460454.9750000000 JD UTC"
"2024-05-25 12:00:00.000000 UTC","2460456.0000000000 JD UTC"
"2024-05-26 12:42:00.000000 UTC","2460457.0291666670 JD UTC"
"2024-05-27 13:30:00.000000 UTC","2460458.0625000000 JD UTC"
"2024-05-28 14:30:00.000000 UTC","2460459.1041666665 JD UTC"
"2024-05-29 15:36:00.000000 UTC","2460460.1500000000 JD UTC"
"2024-05-30 16:54:00.000000 UTC","2460461.2041666666 JD UTC"
"2024-05-31 18:36:00.000000 UTC","2460462.2750000000 JD UTC"
"2024-06-03 09:00:00.000000 UTC","2460464.8750000000 JD UTC"
"2024-06-04 09:18:00.000000 UTC","2460465.8875000000 JD UTC"
