"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Input times","["2023-01-02T23:48:00.000", "2023-01-04T00:54:00.000", ... , "2042-12-30T05:00:00.000", "2042-12-31T05:18:00.000"], items=4496"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2023-10-03 04:30:00.000000 UTC","2460220.6875000000 JD UTC"
"2023-10-04 05:24:00.000000 UTC","2460221.7250000000 JD UTC"
"2023-10-05 06:06:00.000000 UTC","2460222.7541666670 JD UTC"
"2023-10-17 02:48:00.000000 UTC","2460234.6166666667 JD UTC"
"2023-10-18 03:48:00.000000 UTC","2460235.6583333330 JD UTC"
"2023-10-19 04:42:00.000000 UTC","2460236.6958333333 JD UTC"
"2023-10-20 05:48:00.000000 UTC","2460237.7416666667 JD UTC"
"2023-10-21 06:48:00.000000 UTC","2460238.7833333330 JD UTC"
"2023-10-22 07:54:00.000000 UTC","2460239.8291666666 JD UTC"
"2023-10-23 08:54:00.000000 UTC","2460240.8708333330 JD UTC"
"2023-10-24 09:42:00.000000 UTC","2460241.9041666670 JD UTC"
"2023-10-25 10:06:00.000000 UTC","2460242.9208333334 JD UTC"
"2023-10-28 00:36:00.000000 UTC","2460245.5250000000 JD UTC"
"2023-10-29 02:00:00.000000 UTC","2460246.5833333335 JD UTC"
"2023-10-30 03:06:00.000000 UTC","2460247.6291666670 JD UTC"
"2023-10-31 04:00:00.000000 UTC","2460248.6666666665 JD UTC"
"2023-11-01 04:42:00.000000 UTC","2460249.6958333333 JD UTC"
"2023-11-02 05:24:00.000000 UTC","2460250.7250000000 JD UTC"
"2023-11-03 06:00:00.000000 UTC","2460251.7500000000 JD UTC"
"2023-11-04 06:18:00.000000 UTC","2460252.7625000000 JD UTC"
"2023-11-12 00:12:00.000000 UTC","2460260.5083333333 JD UTC"
"2023-11-13 01:36:00.000000 UTC","2460261.5666666670 JD UTC"
