"Time Conversion Calculation"
"Calculation Inputs"
"Calculation type","Time Conversion"
"Time system","UTC"
"Time format","Calendar date and time"
"Time windows","["1980-01-17 21:44:41.395938 UTC to 1980-01-17 21:44:41.395938 UTC", ... , "2080-12-11 07:01:34.155673 UTC to 2080-12-11 07:01:34.155673 UTC"], items=1249"
"Step","1 hours"
"Output time system","UTC"
"Time Conversion Results"
"UTC calendar date","UTC Julian date"
"2001-02-23 07:49:37.774026 UTC","2451963.8261316437 JD UTC"
"2001-03-25 01:14:17.086406 UTC","2451993.5515866484 JD UTC"
"2001-04-23 15:48:18.075016 UTC","2452023.1585425350 JD UTC"
"2001-05-23 03:13:10.080205 UTC","2452052.6341444470 JD UTC"
"2001-06-21 12:04:15.053221 UTC","2452082.0029520050 JD UTC"
"2001-07-20 19:26:50.385868 UTC","2452111.3103053920 JD UTC"
"2001-08-19 02:31:49.678900 UTC","2452140.6054360983 JD UTC"
"2001-09-17 10:21:21.637925 UTC","2452169.9315004390 JD UTC"
"2001-10-16 19:42:34.672674 UTC","2452199.3212346374 JD UTC"
"2001-11-15 07:06:53.031705 UTC","2452228.7964471260 JD UTC"
"2001-12-14 20:52:37.574970 UTC","2452258.3698793400 JD UTC"
"2002-01-13 13:03:30.030449 UTC","2452288.0440975744 JD UTC"
"2002-02-12 07:12:39.672323 UTC","2452317.8004591702 JD UTC"
"2002-03-14 02:04:17.404113 UTC","2452347.5863125480 JD UTC"
"2002-04-12 19:51:17.632772 UTC","2452377.3272874164 JD UTC"
"2002-05-12 11:11:35.299413 UTC","2452406.9663807800 JD UTC"
"2002-06-10 23:44:56.192217 UTC","2452436.4895392620 JD UTC"
"2002-07-10 10:01:50.244913 UTC","2452465.9179426497 JD UTC"
"2002-08-08 18:53:40.089073 UTC","2452495.2872695494 JD UTC"
"2002-09-07 03:11:49.470323 UTC","2452524.6332114623 JD UTC"
"2002-10-06 11:40:13.468091 UTC","2452553.9862669916 JD UTC"
"2002-11-04 20:55:51.339708 UTC","2452583.3721219874 JD UTC"
"2002-12-04 07:31:47.059081 UTC","2452612.8137391100 JD UTC"
"2003-01-02 19:57:11.048555 UTC","2452642.3313778770 JD UTC"
"2003-02-01 10:27:27.892416 UTC","2452671.9357394953 JD UTC"
"2003-03-03 02:44:54.070290 UTC","2452701.6145147025 JD UTC"
"2003-04-01 19:51:51.951739 UTC","2452731.3276846264 JD UTC"
"2003-05-01 12:36:44.788590 UTC","2452761.0255183866 JD UTC"
"2003-05-31 04:08:58.044829 UTC","2452790.6728940373 JD UTC"
"2003-06-29 18:08:23.453114 UTC","2452820.2558270036 JD UTC"
"2003-07-29 06:34:07.913022 UTC","2452849.7737026970 JD UTC"
"2003-08-27 17:36:04.186948 UTC","2452879.2333817934 JD UTC"
"2003-09-26 03:35:41.730133 UTC","2452908.6497885430 JD UTC"
"2003-10-25 13:07:01.691695 UTC","2452938.0465473575 JD UTC"
"2003-11-23 22:49:50.920429 UTC","2452967.4512838013 JD UTC"
"2003-12-23 09:18:15.207774 UTC","2452996.8876760160 JD UTC"
"2004-01-21 20:51:54.243639 UTC","2453026.3693778200 JD UTC"
"2004-02-20 09:33:14.488883 UTC","2453055.8980843620 JD UTC"
"2004-03-20 23:11:50.009386 UTC","2453085.4665510347 JD UTC"
"2004-04-19 13:34:47.750903 UTC","2453115.0658304500 JD UTC"
"2004-05-19 04:33:07.185108 UTC","2453144.6896664943 JD UTC"
"2004-06-17 19:54:27.615909 UTC","2453174.3294862950 JD UTC"
"2004-07-17 11:11:06.150754 UTC","2453203.9660434113 JD UTC"
"2004-08-16 01:42:48.059524 UTC","2453233.5713895780 JD UTC"
"2004-09-14 14:59:09.059003 UTC","2453263.1244104053 JD UTC"
"2004-10-14 02:59:50.239240 UTC","2453292.6248870282 JD UTC"
"2004-11-12 14:11:21.281620 UTC","2453322.0912185370 JD UTC"
"2004-12-12 01:04:56.066829 UTC","2453351.5450933660 JD UTC"
"2005-01-10 11:56:57.435242 UTC","2453380.9978869820 JD UTC"
"2005-02-08 22:47:28.211851 UTC","2453410.4496320817 JD UTC"
"2005-03-10 09:35:37.663137 UTC","2453439.8997414713 JD UTC"
"2005-04-08 20:36:23.936200 UTC","2453469.3586103725 JD UTC"
"2005-05-08 08:22:19.355359 UTC","2453498.8488351316 JD UTC"
"2005-06-06 21:26:39.819929 UTC","2453528.3935164344 JD UTC"
"2005-07-06 11:58:45.034549 UTC","2453557.9991323445 JD UTC"
"2005-08-05 03:31:36.124606 UTC","2453587.6469458870 JD UTC"
"2005-09-03 19:16:28.029493 UTC","2453617.3031021934 JD UTC"
"2005-10-03 10:32:23.822530 UTC","2453646.9391646124 JD UTC"
"2005-11-02 01:01:04.146546 UTC","2453676.5424091034 JD UTC"
"2005-12-01 14:37:04.420132 UTC","2453706.1090789367 JD UTC"
"2005-12-31 03:12:50.832683 UTC","2453735.6339216745 JD UTC"
"2006-01-29 14:37:55.447951 UTC","2453765.1096695364 JD UTC"
"2006-02-28 00:51:13.981068 UTC","2453794.5355784846 JD UTC"
"2006-03-29 10:11:51.523826 UTC","2453823.9249018960 JD UTC"
"2006-04-27 19:19:33.846517 UTC","2453853.3052528533 JD UTC"
"2006-05-27 05:04:27.578005 UTC","2453882.7114303010 JD UTC"
"2006-06-25 16:10:24.151637 UTC","2453912.1738906438 JD UTC"
